Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation,Difference
USA,MA,2017,6,Female,12,Right-Handed,153.0,21.5,157.0,3,Bus,13,0.526,37,Swimming,1000,900,1000,1000,400,999,22,Left foot,88,95,Ring finger,January,Winter,Yes,No,Meat,Water,Physical education,6,10,9,Yes - other,"Myspace, Facebook, other social networking sites, or blog",20,15,5,2,10,14,9,2,33,6,9,0,6,6,Some,Graduate degree,Rap/Hip hop,Freeze time,Famous,Actor,"Wildlife, animals",-4.0
USA,FL,2019,12,Male,17,Right-Handed,178.0,25,182.0,2,Car,15,0.626,49.0,Other,900.0,900.0,300.0,800.0,1000.0,1000.0,24,Right foot,79.0,80,Ring finger,November,Summer,Yes,No,Meat,Coffee,Mathematics and statistics,5,10,3,Yes - broadband connection,Cell phone,170,230,6,4,25,10,2,0.0,20.0,10,40,2,0.0,0.0,A lot,Graduate degree,Other,Fly,Happy,Relative,Health,-4.0
USA,FL,2019,12,Male,17,Right-Handed,178.0,25,182.0,2,Car,15,0.626,49.0,Other,900.0,900.0,300.0,800.0,1000.0,1000.0,24,Right foot,79.0,80,Ring finger,November,Summer,Yes,No,Meat,Coffee,Mathematics and statistics,5,10,3,Yes - broadband connection,Cell phone,170,230,6,4,25,10,2,0.0,20.0,10,40,2,0.0,0.0,A lot,Graduate degree,Other,Fly,Happy,Relative,Health,-4.0
USA,MA,2019,12,Female,17,Right-Handed,161.0,22,165.0,1,Car,5,.407,46,Gymnastics,1000,1000,1000,1000,500,500,22,Same length,77,75,Ring finger,January,Fall,No,No,Pizza/Pasta,Water,,7,8-9,4,Yes - broadband connection,Text messaging,100,100,10,3,20,10,16,5,15,13,5,5,6,2,Very little,Graduate degree,Rap/Hip hop,Invisibility,Happy,Relative,Health,-4.0
USA,AL,2018,12,Male,17,Left-Handed,176.0,27,180.0,2,Car,27,0.886,54,Swimming,0,100,500,300,700,1000,27,Same length,50,60,Index finger,July,Winter,No,No,Meat,Soft drink (caffeinated),Music,5,9,5,Yes - broadband connection,Text messaging,105,95,10,10,1,1,0,1,50,30,20,7,18,3,A lot,Undergraduate degree,Gospel,Telepathy,Happy,Business person,Religious,-4.0
USA,MA,2018,12,Male,18,Right-Handed,173.0,26.7,177.0,2,Car,7,.267,47,Tennis,999,950,900,999,1000,1000,26.7,Same length,87,90,Ring finger,May,Spring,No,No,Meat,Water,History,7,9,6,Yes - broadband connection,Text messaging,20,20,5,1,10,10,15,2,7,1,7,1,2,3,A lot,Graduate degree,Rock and roll,Invisibility,Rich,Religious figure,Health,-4.0
USA,AL,2022,12,Female,18,Left-Handed,160.0,24,164.0,1,Car,11 ,.45,48,Walking/Hiking,900,1000,150,350,1000,500,24,Same length,80,70,Ring finger,September,Fall,No,No,Pizza/Pasta,Sports drink,History,4,13,4,Yes - other,Internet chat or instant messaging,30,40,5,1,10,0,0,2,30,3,40,20,35,7,A lot,Some college,Rap/Hip hop,Invisibility,Happy,Business person,Health,-4.0
USA,FL,2017,11,Female,16,Right-Handed,162.0,24,166.0,2,Car,15,0.739,69.0,Swimming,450.0,500.0,800.0,700.0,850.0,1000.0,24,Same length,75.0,72,Index finger,August,Winter,No,No,No favorite,Juice,Mathematics and statistics,6,10,4,Yes - other,Text messaging,112,100,30,20,3,18,2,1.0,22.0,28,70,6,0.0,10.0,A lot,Graduate degree,Pop,Invisibility,Happy,Teacher,International aid,-4.0
USA,MA,2015,11,Female,17,Right-Handed,166.0,24.5,170.0,3,Walk,17,.372,40,Other,1000,1000,800,500,800,1000,25.5,Left foot,.075,.075,Same length,February,Spring,Yes,No,Rice/Noodle dishes,Tea,Science,4,10,6,Yes - broadband connection,Internet chat or instant messaging,0,2,24,21,14,2,2,8,140,2,16,2,0,5,A lot,Less than high school,Punk rock,Freeze time,Rich,Politician,Environment,-4.0
USA,FL,2015,12,Male,17,Right-Handed,168.0,26,172.0,1,Car,10,0.417,26.0,Golf,0.0,250.0,250.0,750.0,500.0,1000.0,27,Left foot,95.0,95,Same length,January,Fall,No,No,Poultry,Water,Mathematics and statistics,7,7,2,Yes - broadband connection,Text messaging,40,40,15,0,15,7,20,5.0,2.0,2,40,0,0.0,1.0,Some,Graduate degree,Rap/Hip hop,Fly,Rich,Other,"Wildlife, animals",-4.0
USA,MA,2017,12,Female,17,Right-Handed,162.0,25,166.0,1,Car,7,.545,36,Skateboarding/Rollerblading,600,600,800,700,900,900,25,Same length,60,65,Ring finger,July,Fall,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.0
USA,MA,2015,11,Male,16,Right-Handed,168.0,23,172.0,2,Walk,4,.27,,Athletics,500,300,600,400,100,200,23,Same length,72,77,Ring finger,July,Fall,No,No,Pizza/Pasta,Soft drink (caffeinated),Science,6,9,5,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",6969,,,,,,,,,,,,,,,,,,Happy,,,-4.0
USA,MA,2017,8,Male,12,Right-Handed,146.5,23,150.5,1,Car,28,.357,54,Swimming,800,600,300,900,800,800,21,Right foot,65,70,Ring finger,April,Spring,No,No,Meat,Water,Computers and technology,10,9,5,Yes - other,"Myspace, Facebook, other social networking sites, or blog",5,4,5,0,6,30,10,0,1.5,1,5,3,.5,1,Some,Graduate degree,Rock and roll,Super strength,Happy,Business person,Education/Youth development,-4.0
USA,AL,2023,12,Male,18,Right-Handed,175.0,24,179.0,1,Car,10,0.326,30,,50,50,100,100,100,100,24,Same length,76,79,Ring finger,November,Fall,No,No,Rice/Noodle dishes,Water,Other,7,7,5,Yes - broadband connection,Text messaging,20,20,0,2,0,3,0,5,0,3,5,0,0,3,,High school,Other,Super strength,Happy,Community leader or elder,Health,-4.0
USA,FL,2011,12,Male,17,Right-Handed,171.0,26,175.0,3,Car,1,0.312,45.0,Baseball/Softball,500.0,654.0,456.0,,486.0,846.0,25,Right foot,23.0,24,Ring finger,November,Spring,No,No,Pizza/Pasta,Water,Mathematics and statistics,8,11,4,Yes - broadband connection,Text messaging,235,232,,1,5,24,22,2.0,10.0,84,50,20,0.0,10.0,Some,Graduate degree,Rap/Hip hop,Super strength,Happy,Relative,Health,-4.0
USA,MA,2023,10,Male,15,Right-Handed,172.0,26,176.0,2,Car,10,0.34,37,Walking/Hiking,950,500,600,450,10,250,26,Same length,8,7.5,Index finger,May,Summer,Yes,No,Meat,Coffee,English,8,10,5,Yes - broadband connection,In person,5,50,10,7,7,10,5,35,7,5,35,5,0,5,Very little,Undergraduate degree,Punk rock,Fly,Healthy,Relative,Environment,-4.0
USA,FL,2019,12,Female,17,Right-Handed,149.5,23.5,153.6,2,Car,10,0.76,41.0,,1000.0,1000.0,1000.0,1000.0,800.0,800.0,23.5,Same length,80.0,65,Same length,May,Spring,Yes,No,Seafood,Water,Mathematics and statistics,6,8,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",1000,1000,50,2,2,15,2,1.0,40.0,30,50,1,0.0,5.0,A lot,Graduate degree,Pop,Fly,Happy,Business person,Health,-4.099999999999994
USA,MA,2019,11,Male,18,Right-Handed,182.8,33,187.0,1,Car,3,.319,55,Tennis,800,600,600,700,500,600,32,Right foot,8,7.5,Index finger,April,Summer,Yes,No,Meat,Water,Physical education,7,8,5,Yes - broadband connection,Text messaging,10,25,8,1,5,10,10,8,7,6,8,5,0,2,Some,Undergraduate degree,Rap/Hip hop,Super strength,Rich,Actor,"Wildlife, animals",-4.199999999999989
USA,AL,2022,12,Male,17,Right-Handed,177.8,29,182.0,1,Car,32,.48,44,Table Tennis,250,450,600,700,350,1000,27,Right foot,75,70,Index finger,July,Spring,No,No,Meat,Soft drink (caffeinated),Music,6,10,5,Yes - other,In person,23,40,40,2,.5,20,15,20,0,6,20,5,23,10,,Graduate degree,Rap/Hip hop,Freeze time,Rich,Teacher,"Arts, culture, sports",-4.199999999999989
USA,FL,2015,12,Male,17,Right-Handed,177.8,26,182.0,2,Car,40,0.651,40.0,Lacrosse,650.0,600.0,750.0,890.0,950.0,1000.0,27,Left foot,8.0,7.6,Index finger,November,Summer,No,No,Meat,Water,Computers and technology,7,10,4,Yes - broadband connection,Text messaging,5,6,12,1,9,5,10,0.0,4.0,5,18,0,0.0,1.0,Some,Graduate degree,Pop,Fly,Happy,Other,Health,-4.199999999999989
USA,FL,2021,12,Female,17,Right-Handed,173.7,24.8,178.0,1,Bus,35,0.647,59.0,Swimming,845.0,756.0,730.0,659.0,120.0,359.0,23.5,Right foot,80.0,80,Same length,May,Summer,No,No,Rice/Noodle dishes,Coffee,Science,6,7,7,Yes - broadband connection,In person,3,5,5,1,28,22,2,0.0,1.0,1,10,2,0.0,3.0,A lot,Graduate degree,Pop,Freeze time,Rich,Business person,Health,-4.300000000000011
USA,FL,2016,12,Male,17,Right-Handed,187.5,28,191.8,1,Car,1 ,0.338,74.0,Swimming,0.0,0.0,0.0,500.0,1000.0,1000.0,28.5,Left foot,10.1,10.1,Same length,May,Summer,No,No,Seafood,Water,Computers and technology,7,12,4,Yes - broadband connection,Cell phone,100,140,1,6,3,0,24,5.0,2.0,2,4,0,0.0,1.0,Some,Graduate degree,Rap/Hip hop,Fly,Happy,Sports person,International aid,-4.300000000000011
USA,FL,2017,12,Female,17,Ambidextrous,167.6,24.4,172.0,1,Car,40,0.351,34.0,Baseball/Softball,50.0,50.0,400.0,180.0,10.0,10.0,24.4,Same length,7.2,,Same length,September,Summer,Yes,Yes,Pizza/Pasta,Water,History,5,6,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",5,5,5,2,20,5,14,0.0,15.0,10,20,0,0.0,5.0,A lot,Undergraduate degree,Rap/Hip hop,Fly,Happy,Relative,"Wildlife, animals",-4.400000000000006
USA,FL,2019,12,Male,17,Ambidextrous,172.5,25,177.0,1,Car,15,0.628,53.0,Other,800.0,800.0,850.0,900.0,600.0,870.0,25,Same length,95.0,85,Index finger,September,Winter,No,No,Meat,Water,English,7,6,4,Yes - broadband connection,Text messaging,70,60,8,1,3,7,12,4.0,6.0,4,4,0,0.0,5.0,Some,Graduate degree,Rhythm and blues (R&B),Freeze time,Happy,Musician or singer,Education/Youth development,-4.5
USA,FL,2014,12,Male,17,Right-Handed,185.0,28,189.5,3,Car,20,0.148,44.0,Rowing,750.0,750.0,750.0,1000.0,500.0,200.0,29,Left foot,75.0,78,Ring finger,June,Summer,Yes,No,Meat,Soft drink (caffeinated),Science,7,6,4,Yes - other,Text messaging,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,Some,Graduate degree,Punk rock,Fly,Happy,Religious figure,Education/Youth development,-4.5
USA,AL,2010,12,Male,17,Right-Handed,178.5,24.5,183.0,1,Car,12,.355,44,Soccer,550,600,500,,450,800,25,Left foot,7.5,8,Ring finger,February,Spring,No,No,Seafood,Water,Computers and technology,7,8,3,Yes - broadband connection,Cell phone,6,8,1,3,14,2,9,25,2,1,25,3,3,1,Some,Graduate degree,Rap/Hip hop,Telepathy,Happy,Relative,Education/Youth development,-4.5
USA,FL,2011,12,Female,17,Left-Handed,164.5,167.6,169.0,1,Bus,15,0.401,47.0,Walking/Hiking,300.0,300.0,400.0,,1000.0,1000.0,23.5,Same length,90.0,80,Index finger,April,Winter,Yes,No,Seafood,Water,English,7,9,3,Yes - broadband connection,Cell phone,6,6,30,15,12,6,0,0.0,0.0,10,30,15,0.0,0.0,Some,Graduate degree,Rock and roll,Invisibility,Rich,Relative,International aid,-4.5
USA,MA,2014,12,Female,18,Left-Handed,164.5,23,169.0,2,Car,8,.552,71,Soccer,,,,,,,23,Right foot,83,83,Same length,September,Summer,Yes,No,Pizza/Pasta,Water,Science,5,11,4,Yes - broadband connection,Cell phone,200,250,10,.25,2,20,.5,0,15,10,2,1,0,3,A lot,Graduate degree,Country,Telepathy,Happy,Relative,Health,-4.5
USA,MA,2018,12,Male,17,Left-Handed,185.4,28,190.0,1,Car,20,0.369,45,Athletics,701,406,193,193,824,829,27.5,Right foot,86,75,Index finger,July,Summer,Yes,No,Meat,Milk,Science,5,7,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",20,50,3,1,10,2,10,0,21,2,30,15,7,2,A lot,Graduate degree,Rock and roll,Fly,Rich,Actor,Education/Youth development,-4.599999999999994
USA,AL,2023,12,Male,16,Right-Handed,180.3,25,185.0,1,Car,25 ,0.34,60,Other,700,700,800,800,300,800,24.8,Right foot,70,70,Same length,July,Winter,No,No,Meat,Water,Other,7,9-10,5,Yes - dial-up connection,In person,10,10,2,10,1,10,4,1,10,2,16,10,0,1,Some,Some college,Rap/Hip hop,Invisibility,Rich,Business person,Religious,-4.699999999999989
USA,AL,2023,12,Female,18,Right-Handed,170.1,24,175.0,1,Car,10 ,0.359,51,Baseball/Softball,,,,,,,25,Left foot,70,65,Index finger,December,Summer,No,No,Pizza/Pasta,Powdered drink,History,9,12,3,Yes - broadband connection,Cell phone,7,9,24,24,2,10,30,0,45,10,0,8,0,3,Some,Other,Country,Telepathy,Happy,Relative,International aid,-4.900000000000006
USA,MA,2018,8,Male,14,Left-Handed,167.0,25,172.0,2,Walk,40,0.292,40,Basketball,374,0,1000,1000,0,599,25,Same length,25,76,Ring finger,April,Fall,No,No,Breads/Sandwiches,Juice,Mathematics and statistics,8,6,7,Yes - broadband connection,Internet chat or instant messaging,100,100,12,4,0,3,30,4,19,24,11,4,0,3,Some,Graduate degree,Rap/Hip hop,Super strength,Famous,Musician or singer,"Wildlife, animals",-5.0
USA,MA,2016,12,Male,17,Right-Handed,175.0,24,180.0,1,Car,5,.534,47,Martial Arts,800,900,900,800,950,950,25,Left foot,90,93,Ring finger,March,Winter,No,No,Meat,Water,Computers and technology,8,10,4,Yes - broadband connection,Text messaging,20,60,5,2,6,7,7,6,5,4,5,4,20,2,Some,Graduate degree,Rock and roll,Fly,Happy,Relative,International aid,-5.0
USA,AL,2021,12,Male,18,Right-Handed,177.8,24.45,182.8,1,Car,6,.25,40,Soccer,875,850,900,875,750,950,24.13,Right foot,76.2,76.2,Same length,October,Summer,No,No,Meat,Water,Mathematics and statistics,9,11,6,Yes - broadband connection,Text messaging,45,40,15,0,10,2,20,5,25,5,40,3,15,1,Some,Undergraduate degree,Rap/Hip hop,Fly,Rich,Relative,Environment,-5.0
USA,FL,2015,12,Male,17,Right-Handed,175.0,28,180.0,2,Car,25,0.774,53.0,Football (American),500.0,500.0,500.0,750.0,500.0,1000.0,28,Same length,76.0,78,Ring finger,November,Summer,Yes,No,Meat,Sports drink,Science,7,8,4,Yes - broadband connection,In person,5,5,10,1,14,2,14,2.0,0.0,1,24,1,0.0,0.0,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Doctor or nurse,Health,-5.0
USA,AL,2013,11,Male,16,Right-Handed,180.0,27,185.0,1,Car,10,.284,42,Table Tennis,1000,556,775,1000,1000,1000,28,Same length,9,8,Index finger,June,Summer,No,Yes,Other,Water,Music,6,8,3,Yes - broadband connection,Text messaging,0,6,30,3,5,15,0,10,20,100,100,5,20,11,A lot,Graduate degree,Rock and roll,Freeze time,Rich,Community leader or elder,"Wildlife, animals",-5.0
USA,FL,2013,12,Female,17,Right-Handed,176.0,23,181.0,1,Car,45,0.355,33.0,Dancing,722.0,813.0,642.0,738.0,989.0,1000.0,23,Same length,83.0,86,Ring finger,September,Summer,Yes,No,Fruit,Water,Art,6,8,7,Yes - broadband connection,Text messaging,50,75,40,5,10,40,12,0.0,50.0,40,30,4,4.0,5.0,Some,Graduate degree,Pop,Invisibility,Famous,Actor,Health,-5.0
USA,FL,2018,12,Male,17,Right-Handed,184.0,20,189.0,1,Car,10,1.065,53.0,Football (American),300.0,400.0,300.0,400.0,200.0,400.0,20,Same length,22.0,19,Index finger,October,Summer,No,No,Seafood,Water,Science,8,8,3,Yes - broadband connection,In person,100,150,40,2,5,3,20,1.0,6.0,2,10,1,4.0,4.0,Some,Graduate degree,Rap/Hip hop,Super strength,Happy,Coach or club leader,"Wildlife, animals",-5.0
USA,FL,2018,12,Male,16,Right-Handed,195.5,30.5,200.5,2,Car,30,0.703,46.0,Football (American),900.0,800.0,950.0,700.0,850.0,1000.0,30,Right foot,89.0,84,Index finger,September,Summer,No,No,Meat,Sports drink,Mathematics and statistics,6,11,4,Yes - broadband connection,In person,50,50,45,2,5,10,18,1.0,20.0,10,35,3,0.0,0.0,Some,Graduate degree,Rap/Hip hop,Super strength,Rich,Coach or club leader,"Arts, culture, sports",-5.0
USA,MA,2017,6,Female,12,Right-Handed,155.0,24,160.0,2,Bus,20,0.46,49,Dancing,642,567,444,422,160,182,24,Same length,98,95,Index finger,March,Spring,No,No,Rice/Noodle dishes,Water,English,8,11,4,Yes - other,Text messaging,35,20,1,0.1,7,7,3,1,2,0,21,0,1,3,A lot,Graduate degree,Techno/Electronic,Freeze time,Rich,Business person,Health,-5.0
USA,FL,2019,6,Male,13,Right-Handed,165.0,22,170.0,3,Car,10,0.6,5.0,Golf,900.0,900.0,900.0,900.0,1000.0,1000.0,22,Right foot,90.0,80,Index finger,May,Summer,No,No,Seafood,Water,Music,9,8,4,Yes - broadband connection,In person,11,56,40,1,99999,15,10,7.0,0.0,3,7,15,0.0,0.0,A lot,Graduate degree,Other,Telepathy,Famous,Musician or singer,Other,-5.0
USA,AL,2023,12,Male,18,Right-Handed,170.0,25,175.0,1,Car,20,0.35,32,Football (American),1000,973,706,1000,503,834,25,Same length,70,70,Same length,January,Fall,Yes,No,Poultry,Water,History,6,10,5,Yes - other,Text messaging,5,10,10,6,5,10,7,18,1,3,12,4,0,5,A lot,Graduate degree,Rap/Hip hop,Freeze time,Happy,Other,International aid,-5.0
USA,FL,2019,11,Male,16,Right-Handed,167.0,25,172.0,2,Car,12,0.236,50.0,Basketball,1000.0,900.0,800.0,900.0,700.0,1000.0,25,Left foot,98.0,100,Index finger,September,Summer,Yes,No,Meat,Water,Social studies,5,10,4,Yes - broadband connection,Cell phone,3,4,7,3,14,14,7,2.0,19.0,5,19,3,4.0,7.0,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Business person,International aid,-5.0
USA,AL,2022,12,Male,17,Right-Handed,178.0,29,183.0,1,Car,20,0.689,27,Skateboarding/Rollerblading,900,900,700,800,700,800,30,Left foot,89,98,Ring finger,October,Fall,No,No,Meat,Water,Art,6,9,6,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",40,39,5,0,6,15,0,1,5,10,10,3,0,2,A lot,Graduate degree,Rock and roll,Fly,Happy,Musician or singer,Environment,-5.0
USA,MA,2022,11,Male,18,Ambidextrous,180.0,26.5,185.0,2,Boat,3,6.33,50,Athletics,0,0,0,0,1000,1000,26,Right foot,6,8,Ring finger,May,Fall,No,No,Poultry,Milk,History,1,1,89,No internet connection,Other,2000,21,1,1,1,1,1,1,1,1,1,1,1,1,,Undergraduate degree,Gospel,Super strength,Rich,Community leader or elder,"Arts, culture, sports",-5.0
USA,AL,2023,12,Female,17,Right-Handed,155.0,22.5,160.0,1,Car,10-15,0.41,55 ,Walking/Hiking,5,5,5,5,9,9,23,Same length,65,67,Ring finger,July,Summer,No,No,Fruit,Other,Mathematics and statistics,7 ,12,5,Yes - other,"Myspace, Facebook, other social networking sites, or blog",15,15,24/7,5,5,3,24/7,2,10,5,10,8,20,0,Some,Graduate degree,Pop,Telepathy,Rich,Coach or club leader,Education/Youth development,-5.0
USA,FL,2017,12,Male,16,Right-Handed,176.0,,181.0,2,Car,30,0.366,38.0,Soccer,492.0,487.0,492.0,754.0,1000.0,1000.0,,Same length,,,,September,Summer,Yes,No,Poultry,Water,,6,10,,,,57,45,,,,,,,,,,,,,A lot,Graduate degree,Rap/Hip hop,Fly,Rich,Sports person,International aid,-5.0
USA,FL,2018,11,Male,15,Right-Handed,177.0,29,182.0,2,Car,18,0.771,49.0,Walking/Hiking,350.0,200.0,800.0,600.0,550.0,800.0,29,Same length,100.0,105,Ring finger,September,Winter,Yes,No,No favorite,Water,Mathematics and statistics,5.5,9.5,3,Yes - other,In person,28,61,1,1,,,,,,,,,,,,,,,,,,-5.0
USA,AL,2022,12,Male,18,Right-Handed,186.0,28,191.0,1,Car,20,0.676,47,Lacrosse,,,,,,,29,Left foot,32,40,Index finger,November,Summer,No,No,Poultry,Sports drink,Other,7,13,5,Yes - broadband connection,In person,8,12,15,2,5,5,10,2,8,2,2,2,8,3,Some,Graduate degree,Rap/Hip hop,Telepathy,Rich,Actor,Other,-5.0
USA,AL,2010,12,Female,17,Right-Handed,168.0,23,173.0,1,Car,18,.467,50,Gymnastics,545,631,733,,920,925,23,Same length,79,76,Index finger,August,Summer,Yes,No,Seafood,Sports drink,Mathematics and statistics,8,10,6,Yes - broadband connection,In person,73,67,10,1,4,15,0,0,3,20,4,2,1,1,Some,Undergraduate degree,Rap/Hip hop,Invisibility,Happy,Relative,Health,-5.0
USA,MA,2015,8,Male,13,Right-Handed,156.0,24.5,161.0,2,Car,5,0.22,33,Martial Arts,1000,800,1000,1000,900,900,25,Left foot,75,75,Same length,June,Summer,No,No,Rice/Noodle dishes,Water,Computers and technology,8,10,4,Yes - broadband connection,In person,5,10,35,1,7,4,10,2,1,1,2,5,0,1,Some,Graduate degree,Rock and roll,Fly,Healthy,Sports person,Education/Youth development,-5.0
USA,MA,2022,12,Male,17,Right-Handed,178.0,XXXX,183.0,1,Bicycle,5,0.337,43,Other,750,750,300,500,900,1000,XXXX,,,,Ring finger,June,Fall,No,No,Rice/Noodle dishes,Water,Science,8,8,5,Yes - broadband connection,Text messaging,30,100,1,0,4,2,12,0,5,1,4,4,8,1,A lot,Undergraduate degree,Other,Freeze time,Happy,Coach or club leader,Environment,-5.0
USA,AL,2015,12,Male,16,Right-Handed,177.8,28,182.8,2,Bus,15,0.744,47 ,Soccer,,,,,,,28,Same length,91,93,Ring finger,July,Summer,No,No,Other,Water,Mathematics and statistics,8,10,5,Yes - other,In person,100,120,12,0,6,7,8,1,3,9,18,2,0,4,Very little,Other,Other,Fly,Healthy,Relative,International aid,-5.0
USA,FL,2013,12,Male,16,Right-Handed,177.0,27,182.0,1,Car,30,0.653,51.0,Rowing,600.0,400.0,500.0,800.0,600.0,950.0,27,,,,Same length,March,Summer,Yes,No,Pizza/Pasta,Water,Mathematics and statistics,7.5,9,4,Yes - broadband connection,In person,20,20,15,2,6,5,18,8.0,1.0,2,20,6,0.0,1.0,Very little,Graduate degree,Punk rock,Fly,Happy,Business person,Health,-5.0
USA,FL,2013,12,Male,17,Right-Handed,173.0,27,178.0,2,Car,20,0.777,42.0,Other,1000.0,1000.0,500.0,750.0,750.0,1000.0,27,Same length,75.0,80,Ring finger,November,Winter,Yes,No,Rice/Noodle dishes,Juice,English,7,7,4,Yes - other,Text messaging,20,20,15,1,7,5,5,10.0,2.0,5,12,10,0.0,1.0,Some,Undergraduate degree,Rock and roll,Fly,Happy,Teacher,Health,-5.0
USA,FL,2011,12,Male,17,Right-Handed,185.0,25,190.0,2,Car,7,0.302,10.0,Tennis,750.0,760.0,500.0,,1000.0,1000.0,25,Same length,95.0,100,Ring finger,March,Winter,Yes,No,Rice/Noodle dishes,Water,Science,4,7,3,Yes - other,In person,40,38,35,2,10,5,10,12.0,1.0,11,15,8,2.0,2.0,Some,Graduate degree,Other,Freeze time,Happy,Relative,Health,-5.0
USA,FL,2019,11,Male,16,Right-Handed,181.0,26.6,186.0,2,Car,300,0.786,42.0,Tennis,600.0,600.0,800.0,300.0,1000.0,1000.0,27.9,Left foot,880.0,900,Ring finger,May,Winter,No,No,Meat,Water,Mathematics and statistics,7,12,4,Yes - other,Text messaging,50,100,10,5,12,6,4,1.0,12.0,3,12,2,0.0,1.0,A lot,Other,Rap/Hip hop,Freeze time,Rich,Relative,"Wildlife, animals",-5.0
USA,AL,2022,12,Male,18,Right-Handed,193.0,11,198.0,1,Car,15,0.236,32,Bowling,254,254,1000,845,273,524,11,Same length,80,85,Ring finger,January,Winter,No,No,Meat,Sports drink,Science,6-7,4-5,3,Yes - other,Text messaging,100,115,12,36,0,0,3,54,20,40,54,0,15-20,0,Some,High school,Rap/Hip hop,Invisibility,Happy,Relative,Health,-5.0
USA,FL,2021,12,Female,16,Right-Handed,170.1,25.7,175.2,1,Car,50,0.398,36.0,Soccer,1000.0,898.0,899.0,999.0,756.0,789.0,25.6,Right foot,76.0,76.2,Ring finger,October,Summer,Yes,Yes,Seafood,Water,History,6,9,3,Yes - other,Text messaging,21,34,13,,,,,,,,,,,,,,,,,,,-5.099999999999994
USA,MA,2018,12,Male,18,Right-Handed,182.9,22.86,188.0,2,Rail (Train/Tram/Subway),20,.661,49,Football (American),900,800,1000,1000,800,1000,22.9,Left foot,89,89,Index finger,February,Spring,No,No,Meat,Water,Mathematics and statistics,7,9,4,Yes - other,Text messaging,125,100,10,3,2,1,1,0,1,12,15,4,25,0,Some,Graduate degree,Rap/Hip hop,Freeze time,Happy,Friend,"Arts, culture, sports",-5.099999999999994
USA,AL,2022,12,Female,17,Right-Handed,160.0,24.1,165.1,1,Car,17,0.349,46,Dancing,936,588,604,658,439,652,23.1,Right foot,50.8,76.4,Ring finger,June,Summer,Yes,No,Rice/Noodle dishes,Water,Music,5,8,5,Yes - other,"Myspace, Facebook, other social networking sites, or blog",20,50,7,2,1,2,50,0,15,7,10,12,0,4,A lot,Undergraduate degree,Rap/Hip hop,Telepathy,Famous,Musician or singer,"Arts, culture, sports",-5.099999999999994
USA,AL,2023,12,Male,18,Right-Handed,180.3,30,185.4,1,Car,15,0.232,35,Basketball,750,600,450,600,650,800,30,Same length,66,74,Index finger,July,Spring,Yes,No,Fruit,Sports drink,History,7,9,4,Yes - other,In person,20,25,10,3,0,3,8,5,14,4,24,5,14,1,Very little,Graduate degree,Pop,Invisibility,Happy,Religious figure,Religious,-5.099999999999994
USA,AL,2015,12,Female,17,Right-Handed,177.8,27.7,183.0,1,Car,5,0.76,49,Basketball,,,,,,,27.7,Same length,75,77,Ring finger,February,Summer,Yes,No,Meat,Tea,History,9,11,4,Yes - broadband connection,Text messaging,3,3,8,1,3,14,23,0,17,4,50,10,0,10,Some,Graduate degree,Country,Fly,Happy,Sports person,Religious,-5.199999999999989
USA,MA,2021,12,Male,17,Right-Handed,182.8,30.48,188.0,1,Car,25,0.37,54,Football (American),1,4,2,5,6,3,30.48,Same length,10.1,,,September,Summer,Yes,No,Poultry,Water,Physical education,10,0-5,5,Yes - other,Internet chat or instant messaging,,,,,,,,,,,,,,,Very little,Other,Rap/Hip hop,Invisibility,Rich,Other,Education/Youth development,-5.199999999999989
